domain,dns_cn,dns_cn_count,dns_total,registrar_cn,registrant_cn,cn_tld,score,resolved_ips,matched_cidr,source,updated,sticky,bucket,dns_hk,dns_mo,dns_tw,dns_jp,dns_kr,dns_sg,provider,cdn_masked
dimbuy.com,0,0,2,0,0,0,100,16.163.183.29|18.167.177.82,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
discuss.com.hk,0,0,2,0,0,0,100,104.18.8.152|104.18.9.152,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
edb.gov.hk,0,0,1,0,0,0,100,65.52.189.198,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
eduhk.hk,0,0,1,0,0,0,100,202.45.32.219,,seed_hk,2026-05-08,0,HK,1,0,0,0,0,0,,0
fortress.com.hk,0,0,1,0,0,0,100,23.66.149.221,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
fso.gov.hk,0,0,2,0,0,0,100,159.138.142.117|43.154.94.77,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,1,,0
fstb.gov.hk,0,0,2,0,0,0,100,159.138.142.117|43.154.94.77,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,1,,0
fwd.com.hk,0,0,1,0,0,0,100,52.76.46.13,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
gcc.edu.hk,0,0,1,0,0,0,100,218.188.222.174,,seed_hk,2026-05-08,0,HK,1,0,0,0,0,0,,0
gov.hk,0,0,0,0,0,0,100,,,seed_hk,2026-04-17,1,HK,0,0,0,0,0,0,,0
ha.org.hk,0,0,0,0,0,0,100,,,seed_hk,2026-04-29,1,HK,0,0,0,0,0,0,,0
hangseng.com,0,0,2,0,0,0,100,15.197.252.58|3.33.210.194,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
hb.gov.hk,0,0,2,0,0,0,100,159.138.142.117|43.154.94.77,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,1,,0
hgc.com.hk,0,0,1,0,0,0,100,203.184.192.113,,seed_hk,2026-05-08,0,HK,1,0,0,0,0,0,,0
hk01.com,0,0,4,0,0,0,100,18.64.8.106|18.64.8.114|18.64.8.25|18.64.8.98,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
hkairport.com,0,0,2,0,0,0,100,104.16.115.23|104.16.116.23,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
hkapa.edu,0,0,1,0,0,0,100,202.40.152.100,,seed_hk,2026-05-08,0,HK,1,0,0,0,0,0,,0
hkbh.org.hk,0,0,1,0,0,0,100,118.143.128.217,,seed_hk,2026-05-08,0,HK,1,0,0,0,0,0,,0
hkbn.net,0,0,2,0,0,0,100,23.35.148.149|23.35.148.194,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
hkbu.edu.hk,0,0,1,0,0,0,100,158.182.0.81,,seed_hk,2026-05-08,0,HK,1,0,0,0,0,0,,0
hkcd.com.hk,0,0,1,0,0,0,100,49.0.237.185,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,1,,0
hkct.edu.hk,0,0,1,0,0,0,100,47.254.4.163,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
hkeaa.edu.hk,0,0,2,0,0,0,100,104.20.43.191|172.66.168.179,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
hkelectric.com,0,0,1,0,0,0,100,172.65.231.115,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
hket.com,0,0,1,0,0,0,100,118.143.30.223,,seed_hk,2026-05-08,0,HK,1,0,0,0,0,0,,0
hkex.com.hk,0,0,2,0,0,0,100,203.78.5.43|203.78.6.43,,seed_hk,2026-05-08,0,HK,1,0,0,0,0,0,,0
hkexnews.hk,0,0,2,0,0,0,100,23.45.46.198|23.45.46.203,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
hkexpress.com,0,0,2,0,0,0,100,23.35.148.170|23.35.148.177,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
hkgem.com,0,0,0,0,0,0,100,,,seed_hk,2026-04-17,1,HK,0,0,0,0,0,0,,0
hkia.com.hk,0,0,0,0,0,0,100,,,seed_hk,2026-04-17,1,HK,0,0,0,0,0,0,,0
hkirc.hk,0,0,2,0,0,0,100,203.119.2.66|203.119.87.66,,seed_hk,2026-05-08,0,HK,1,0,0,0,0,0,,0
hkjc.com,0,0,1,0,0,0,100,101.78.207.39,,seed_hk,2026-05-08,0,HK,1,0,0,0,0,0,,0
hkma.gov.hk,0,0,0,0,0,0,100,,,seed_hk,2026-04-17,1,HK,0,0,0,0,0,0,,0
hkmc.com.hk,0,0,0,0,0,0,100,,,seed_hk,2026-04-17,1,HK,0,0,0,0,0,0,,0
hko.gov.hk,0,0,0,0,0,0,100,,,seed_hk,2026-04-17,1,HK,0,0,0,0,0,0,,0
hkoc.org.hk,0,0,0,0,0,0,100,,,seed_hk,2026-04-17,1,HK,0,0,0,0,0,0,,0
hkpost.hk,0,0,0,0,0,0,100,,,seed_hk,2026-04-17,1,HK,0,0,0,0,0,0,,0
hksh-hospital.com,0,0,1,0,0,0,100,210.184.214.214,,seed_hk,2026-05-08,0,HK,1,0,0,0,0,0,,0
hkstp.org,0,0,1,0,0,0,100,150.171.110.70,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
hksyu.edu,0,0,1,0,0,0,100,218.189.212.3,,seed_hk,2026-05-08,0,HK,1,0,0,0,0,0,,0
hkt.com,0,0,1,0,0,0,100,63.216.61.100,,seed_hk,2026-05-08,0,HK,1,0,0,0,0,0,,0
hktvmall.com,0,0,2,0,0,0,100,14.198.245.1|14.198.253.1,,seed_hk,2026-05-08,0,HK,1,0,0,0,0,0,,0
hku.hk,0,0,1,0,0,0,100,147.8.2.58,,seed_hk,2026-05-08,0,HK,1,0,0,0,0,0,,0
hongkongairlines.com,0,0,0,0,0,0,100,,,seed_hk,2026-04-27,1,HK,0,0,0,0,0,0,,0
hongkongpost.hk,0,0,4,0,0,0,100,54.230.70.105|54.230.70.26|54.230.70.41|54.230.70.82,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
hsbc.com.hk,0,0,2,0,0,0,100,75.2.113.238|99.83.228.62,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
hyab.gov.hk,0,0,2,0,0,0,100,159.138.142.117|43.154.94.77,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,1,,0
icac.org.hk,0,0,1,0,0,0,100,45.119.93.212,,seed_hk,2026-05-08,0,HK,1,0,0,0,0,0,,0
info.gov.hk,0,0,1,0,0,0,100,202.128.238.115,,seed_hk,2026-05-08,0,HK,1,0,0,0,0,0,,0
isd.gov.hk,0,0,2,0,0,0,100,159.138.142.117|43.154.94.77,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,1,,0
jardines.com,0,0,2,0,0,0,100,212.58.42.47|85.90.236.47,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
jd.hk,0,0,1,0,0,0,100,103.107.90.128,,seed_hk,2026-05-08,0,HK,1,0,0,0,0,0,,0
jobsdb.com,0,0,2,0,0,0,100,104.18.41.198|172.64.146.58,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
klook.com,0,0,3,0,0,0,100,13.250.169.218|47.130.22.195|52.221.31.60,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
lcsd.gov.hk,0,0,2,0,0,0,100,159.138.142.117|43.154.94.77,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,1,,0
lihkg.com,0,0,2,0,0,0,100,104.16.144.160|104.17.127.209,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
ln.edu.hk,0,0,2,0,0,0,100,162.159.140.198|172.66.0.196,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
lwb.gov.hk,0,0,2,0,0,0,100,159.138.142.117|43.154.94.77,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,1,,0
mingpao.com,0,0,1,0,0,0,100,202.80.6.196,,seed_hk,2026-05-08,0,HK,1,0,0,0,0,0,,0
mtr.com.hk,0,0,2,0,0,0,100,23.35.148.133|23.35.148.155,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
nowtv.now.com,0,0,2,0,0,0,100,75.2.101.154|99.83.219.143,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
oceanpark.com.hk,0,0,4,0,0,0,100,18.67.51.10|18.67.51.114|18.67.51.49|18.67.51.79,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
octopus.com.hk,0,0,1,0,0,0,100,23.66.157.20,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
on.cc,0,0,2,0,0,0,100,104.17.160.210|104.17.255.180,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
openrice.com,0,0,1,0,0,0,100,139.177.246.196,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
pccw.com,0,0,1,0,0,0,100,202.77.250.17,,seed_hk,2026-05-08,0,HK,1,0,0,0,0,0,,0
polyu.edu.hk,0,0,2,0,0,0,100,158.132.48.76|158.132.82.94,,seed_hk,2026-05-08,0,HK,1,0,0,0,0,0,,0
rthk.hk,0,0,1,0,0,0,100,27.126.236.160,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,1,,0
sb.gov.hk,0,0,2,0,0,0,100,159.138.142.117|43.154.94.77,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,1,,0
sc.com,0,0,1,0,0,0,100,107.154.193.30,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
scmp.com,0,0,2,0,0,0,100,104.18.204.43|104.18.205.43,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
sfc.hk,0,0,1,0,0,0,100,20.189.119.115,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
sfu.edu.hk,0,0,1,0,0,0,100,14.136.202.13,,seed_hk,2026-05-08,0,HK,1,0,0,0,0,0,,0
singtao.com,0,0,1,0,0,0,100,203.80.1.180,,seed_hk,2026-05-08,0,HK,1,0,0,0,0,0,,0
smartone.com,0,0,4,0,0,0,100,18.67.51.129|18.67.51.34|18.67.51.36|18.67.51.81,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
sth.org.hk,0,0,1,0,0,0,100,202.130.114.235,,seed_hk,2026-05-08,0,HK,1,0,0,0,0,0,,0
stheadline.com,0,0,1,0,0,0,100,163.181.35.143,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
stpaul.org.hk,0,0,1,0,0,0,100,18.166.93.4,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
takungpao.com,0,0,1,0,0,0,100,170.33.2.28,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,1,,0
three.com.hk,0,0,1,0,0,0,100,203.145.76.30,,seed_hk,2026-05-08,0,HK,1,0,0,0,0,0,,0
tmall.hk,0,0,4,0,0,0,100,134.159.210.111|134.159.210.121|203.192.147.141|205.204.125.153,,seed_hk,2026-05-08,0,HK,1,0,0,0,0,0,Alibaba Cloud,0
tungwah.org.hk,0,0,1,0,0,0,100,58.64.208.71,,seed_hk,2026-05-08,0,HK,1,0,0,0,0,0,,0
tvb.com,0,0,1,0,0,0,100,34.117.137.152,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
twc.edu.hk,0,0,0,0,0,0,100,,,seed_hk,2026-04-29,1,HK,0,0,0,0,0,0,,0
uowchk.edu.hk,0,0,2,0,0,0,100,210.177.86.229|210.177.86.230,,seed_hk,2026-05-08,0,HK,1,0,0,0,0,0,,0
ust.hk,0,0,0,0,0,0,100,,,seed_hk,2026-04-17,1,HK,0,0,0,0,0,0,,0
uwants.com,0,0,2,0,0,0,100,104.18.6.51|104.18.7.51,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
vtc.edu.hk,0,0,0,0,0,0,100,,,seed_hk,2026-04-17,1,HK,0,0,0,0,0,0,,0
watsons.com.hk,0,0,1,0,0,0,100,184.84.53.55,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
wenweipo.com,0,0,1,0,0,0,100,123.1.230.2,,seed_hk,2026-05-08,0,HK,1,0,0,0,0,0,,0
westkowloon.hk,0,0,4,0,0,0,100,54.192.248.17|54.192.248.5|54.192.248.57|54.192.248.79,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
wharf.com.hk,0,0,0,0,0,0,100,,,seed_hk,2026-04-17,1,HK,0,0,0,0,0,0,,0
wheelockcompany.com,0,0,0,0,0,0,100,,,seed_hk,2026-04-17,1,HK,0,0,0,0,0,0,,0
winglungbank.com,0,0,1,0,0,0,100,125.215.150.163,,seed_hk,2026-05-08,0,HK,1,0,0,0,0,0,,0
yahoo.com.hk,0,0,2,0,0,0,100,13.248.158.7|76.223.84.192,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
yata.hk,0,0,2,0,0,0,100,104.21.10.133|172.67.190.44,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
yesstyle.com,0,0,2,0,0,0,100,104.18.144.80|104.18.145.80,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,0,,0
za.group,0,0,1,0,0,0,100,170.33.13.114,,seed_hk,2026-05-08,0,HK,0,0,0,0,0,1,,0
abm.org.mo,0,0,1,0,0,0,100,103.11.103.171,,seed_mo,2026-05-08,0,MO,1,0,0,0,0,0,,0
al.gov.mo,0,0,1,0,0,0,100,202.175.117.67,,seed_mo,2026-05-08,0,MO,0,1,0,0,0,0,,0
amcm.gov.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-17,1,MO,0,0,0,0,0,0,,0
antifraud.gov.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-17,1,MO,0,0,0,0,0,0,,0
bcm.com.mo,0,0,2,0,0,0,100,45.60.80.147|45.60.83.147,,seed_mo,2026-05-08,0,MO,0,0,0,0,0,0,,0
bnm.com.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-17,1,MO,0,0,0,0,0,0,,0
bnu.com.mo,0,0,1,0,0,0,100,202.175.70.228,,seed_mo,2026-05-08,0,MO,0,1,0,0,0,0,,0
bo.io.gov.mo,0,0,14,0,0,0,100,155.102.175.140|155.102.175.141|155.102.4.10|155.102.4.141|155.102.4.142|155.102.4.9|163.181.228.144|163.181.228.145|163.181.35.183|163.181.35.184|163.181.77.217|163.181.77.218|43.109.70.140|43.109.70.141,,seed_mo,2026-05-08,0,MO,0,0,0,0,0,0,,0
bocmacau.com,0,0,0,0,0,0,100,,,seed_mo,2026-04-17,1,MO,0,0,0,0,0,0,,0
casino.org.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-29,1,MO,0,0,0,0,0,0,,0
ccac.org.mo,0,0,1,0,0,0,100,202.86.145.229,,seed_mo,2026-05-08,0,MO,0,1,0,0,0,0,,0
cd.gov.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-29,1,MO,0,0,0,0,0,0,,0
cem.com.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-17,1,MO,0,0,0,0,0,0,,0
ces.gov.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-17,1,MO,0,0,0,0,0,0,,0
cfm.gov.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-29,1,MO,0,0,0,0,0,0,,0
chengpou.com.mo,0,0,3,0,0,0,100,104.26.6.218|104.26.7.218|172.67.68.250,,seed_mo,2026-05-08,0,MO,0,0,0,0,0,0,,0
cityu.edu.mo,0,0,1,0,0,0,100,47.52.46.99,,seed_mo,2026-05-08,0,MO,1,0,0,0,0,0,Alibaba Cloud,0
civicedu.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-29,1,MO,0,0,0,0,0,0,,0
cm.gov.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-29,1,MO,0,0,0,0,0,0,,0
cmc.edu.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-29,1,MO,0,0,0,0,0,0,,0
cotaiwaterjet.com,0,0,1,0,0,0,100,170.33.128.42,,seed_mo,2026-05-08,0,MO,0,0,0,0,0,1,,0
cp.gov.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-29,1,MO,0,0,0,0,0,0,,0
cpttm.org.mo,0,0,2,0,0,0,100,104.21.91.221|172.67.180.209,,seed_mo,2026-05-08,0,MO,0,0,0,0,0,0,,0
ctm.net,0,0,1,0,0,0,100,202.175.27.77,,seed_mo,2026-05-08,0,MO,0,1,0,0,0,0,,0
customs.gov.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-29,1,MO,0,0,0,0,0,0,,0
cyberctm.com,0,0,1,0,0,0,100,202.175.22.174,,seed_mo,2026-05-08,0,MO,0,1,0,0,0,0,,0
dicj.gov.mo,0,0,1,0,0,0,100,202.175.34.19,,seed_mo,2026-05-08,0,MO,0,1,0,0,0,0,,0
directel.com.mo,0,0,1,0,0,0,100,122.248.237.16,,seed_mo,2026-05-08,0,MO,0,0,0,0,0,0,,0
dsal.gov.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-17,1,MO,0,0,0,0,0,0,,0
dsat.gov.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-16,1,MO,0,0,0,0,0,0,,0
dsedj.gov.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-17,1,MO,0,0,0,0,0,0,,0
dsf.gov.mo,0,0,2,0,0,0,100,125.31.44.242|202.175.20.1,,seed_mo,2026-05-08,0,MO,0,1,0,0,0,0,,0
dsi.gov.mo,0,0,1,0,0,0,100,170.33.13.243,,seed_mo,2026-05-08,0,MO,0,0,0,0,0,1,,0
dsj.gov.mo,0,0,1,0,0,0,100,202.175.16.2,,seed_mo,2026-05-08,0,MO,0,1,0,0,0,0,,0
dsscu.gov.mo,0,0,1,0,0,0,100,202.175.83.48,,seed_mo,2026-05-08,0,MO,0,1,0,0,0,0,,0
dssopt.gov.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-29,1,MO,0,0,0,0,0,0,,0
dst.gov.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-29,1,MO,0,0,0,0,0,0,,0
e-gov.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-29,1,MO,0,0,0,0,0,0,,0
exmoo.com,0,0,1,0,0,0,100,47.244.178.5,,seed_mo,2026-05-08,0,MO,1,0,0,0,0,0,Alibaba Cloud,0
fdct.gov.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-17,1,MO,0,0,0,0,0,0,,0
fsm.gov.mo,0,0,1,0,0,0,100,202.175.19.172,,seed_mo,2026-05-08,0,MO,0,1,0,0,0,0,,0
galaxyentertainment.com,0,0,1,0,0,0,100,47.52.123.142,,seed_mo,2026-05-08,0,MO,1,0,0,0,0,0,Alibaba Cloud,0
galaxymacau.com,0,0,1,0,0,0,100,47.52.123.142,,seed_mo,2026-05-08,0,MO,1,0,0,0,0,0,Alibaba Cloud,0
gaming-inspection.gov.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-27,1,MO,0,0,0,0,0,0,,0
gcs.gov.mo,0,0,1,0,0,0,100,170.33.13.81,,seed_mo,2026-05-08,0,MO,0,0,0,0,0,1,,0
gov.mo,0,0,2,0,0,0,100,202.175.34.4|43.247.27.4,,seed_mo,2026-05-08,0,MO,0,1,0,0,0,0,,0
grs.gov.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-29,1,MO,0,0,0,0,0,0,,0
iacm.gov.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-29,1,MO,0,0,0,0,0,0,,0
iam.gov.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-17,1,MO,0,0,0,0,0,0,,0
ias.gov.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-29,1,MO,0,0,0,0,0,0,,0
icbc.com.mo,0,0,1,0,0,0,100,116.193.87.19,,seed_mo,2026-05-08,0,MO,0,0,0,0,1,0,,0
icm.gov.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-29,1,MO,0,0,0,0,0,0,,0
ifm.org.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-17,1,MO,0,0,0,0,0,0,,0
ifp.gov.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-29,1,MO,0,0,0,0,0,0,,0
iftm.edu.mo,0,0,1,0,0,0,100,202.175.17.138,,seed_mo,2026-05-08,0,MO,0,1,0,0,0,0,,0
io.gov.mo,0,0,8,0,0,0,100,155.102.175.138|155.102.175.139|155.102.175.140|155.102.175.141|155.102.175.142|155.102.175.143|155.102.175.144|155.102.175.145,,seed_mo,2026-05-08,0,MO,0,0,0,0,0,0,,0
ipim.gov.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-17,1,MO,0,0,0,0,0,0,,0
ipm.edu.mo,0,0,1,0,0,0,100,202.86.179.123,,seed_mo,2026-05-08,0,MO,0,1,0,0,0,0,,0
iusm.edu.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-29,1,MO,0,0,0,0,0,0,,0
kjc.edu.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-29,1,MO,0,0,0,0,0,0,,0
macaobbs.com,0,0,1,0,0,0,100,103.84.88.74,,seed_mo,2026-05-08,0,MO,1,0,0,0,0,0,,0
macaonews.org,0,0,3,0,0,0,100,104.26.12.5|104.26.13.5|172.67.71.39,,seed_mo,2026-05-08,0,MO,0,0,0,0,0,0,,0
macaopolytechnic.edu.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-29,1,MO,0,0,0,0,0,0,,0
macaoticket.com,0,0,2,0,0,0,100,15.197.225.128|3.33.251.168,,seed_mo,2026-05-08,0,MO,0,0,0,0,0,0,,0
macaotourism.gov.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-17,1,MO,0,0,0,0,0,0,,0
macau-airport.com,0,0,1,0,0,0,100,182.93.50.66,,seed_mo,2026-05-08,0,MO,0,1,0,0,0,0,,0
macau-sf.com,0,0,0,0,0,0,100,,,seed_mo,2026-04-17,1,MO,0,0,0,0,0,0,,0
macau-water.com,0,0,0,0,0,0,100,,,seed_mo,2026-04-17,1,MO,0,0,0,0,0,0,,0
macau.com,0,0,3,0,0,0,100,104.26.0.181|104.26.1.181|172.67.68.94,,seed_mo,2026-05-08,0,MO,0,0,0,0,0,0,,0
macaudaily.com,0,0,6,0,0,0,100,172.233.219.123|172.233.219.49|172.233.219.78|172.237.146.25|172.237.146.38|172.237.146.8,,seed_mo,2026-05-08,0,MO,0,0,0,0,0,0,,0
macaudailytimes.com.mo,0,0,1,0,0,0,100,79.124.76.117,,seed_mo,2026-05-08,0,MO,0,0,0,0,0,0,,0
macauhub.com.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-17,1,MO,0,0,0,0,0,0,,0
macaumemory.mo,0,0,1,0,0,0,100,202.175.127.6,,seed_mo,2026-05-08,0,MO,0,1,0,0,0,0,,0
macaunews.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-17,1,MO,0,0,0,0,0,0,,0
macaupost.gov.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-17,1,MO,0,0,0,0,0,0,,0
macautourism.gov.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-29,1,MO,0,0,0,0,0,0,,0
mastvnet.com,0,0,1,0,0,0,100,125.31.57.18,,seed_mo,2026-05-08,0,MO,0,1,0,0,0,0,,0
mbe.gov.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-17,1,MO,0,0,0,0,0,0,,0
mc.icbc.com.cn,0,0,0,0,0,1,100,,,seed_mo,2026-04-17,1,MO,0,0,0,0,0,0,,0
mfood.mo,0,0,1,0,0,0,100,47.238.236.191,,seed_mo,2026-05-08,0,MO,1,0,0,0,0,0,Alibaba Cloud,0
mgto.gov.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-29,1,MO,0,0,0,0,0,0,,0
mlm.com.mo,0,0,1,0,0,0,100,125.31.2.206,,seed_mo,2026-05-08,0,MO,0,1,0,0,0,0,,0
moedict.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-29,1,MO,0,0,0,0,0,0,,0
monic.mo,0,0,1,0,0,0,100,202.175.87.46,,seed_mo,2026-05-08,0,MO,0,1,0,0,0,0,,0
mpay.com.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-17,1,MO,0,0,0,0,0,0,,0
mpu.edu.mo,0,0,1,0,0,0,100,202.86.179.123,,seed_mo,2026-05-08,0,MO,0,1,0,0,0,0,,0
msa.gov.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-29,1,MO,0,0,0,0,0,0,,0
msar.gov.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-29,1,MO,0,0,0,0,0,0,,0
mtel.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-17,1,MO,0,0,0,0,0,0,,0
must.edu.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-17,1,MO,0,0,0,0,0,0,,0
ocbc.com.mo,0,0,2,0,0,0,100,23.200.143.80|23.200.143.85,,seed_mo,2026-05-08,0,MO,0,0,0,0,0,0,,0
ocm.com.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-17,1,MO,0,0,0,0,0,0,,0
sa.gov.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-29,1,MO,0,0,0,0,0,0,,0
sands.com.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-27,1,MO,0,0,0,0,0,0,,0
sandschina.com,0,0,1,0,0,0,100,170.33.128.42,,seed_mo,2026-05-08,0,MO,0,0,0,0,0,1,,0
sc.gov.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-16,1,MO,0,0,0,0,0,0,,0
smartone.com.mo,0,0,1,0,0,0,100,202.140.106.137,,seed_mo,2026-05-08,0,MO,1,0,0,0,0,0,,0
ssm.gov.mo,0,0,1,0,0,0,100,202.175.116.98,,seed_mo,2026-05-08,0,MO,0,1,0,0,0,0,,0
taifungbank.com,0,0,1,0,0,0,100,202.175.3.45,,seed_mo,2026-05-08,0,MO,0,1,0,0,0,0,,0
tcm.com.mo,0,0,1,0,0,0,100,218.213.225.10,,seed_mo,2026-04-27,1,MO,1,0,0,0,0,0,,0
tdm.com.mo,0,0,2,0,0,0,100,103.233.191.141|103.233.191.143,,seed_mo,2026-05-08,0,MO,0,1,0,0,0,0,,0
three.com.mo,0,0,1,0,0,0,100,202.175.18.47,,seed_mo,2026-05-08,0,MO,0,1,0,0,0,0,,0
tj.gov.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-29,1,MO,0,0,0,0,0,0,,0
transmac.com.mo,0,0,3,0,0,0,100,104.26.12.241|104.26.13.241|172.67.69.206,,seed_mo,2026-05-08,0,MO,0,0,0,0,0,0,,0
um.edu.mo,0,0,1,0,0,0,100,161.64.5.128,,seed_mo,2026-05-08,0,MO,0,1,0,0,0,0,,0
umac.mo,0,0,1,0,0,0,100,161.64.5.128,,seed_mo,2026-05-08,0,MO,0,1,0,0,0,0,,0
usj.edu.mo,0,0,1,0,0,0,100,182.93.21.228,,seed_mo,2026-05-08,0,MO,0,1,0,0,0,0,,0
uubank.com.mo,0,0,0,0,0,0,100,,,seed_mo,2026-04-17,1,MO,0,0,0,0,0,0,,0
venetianmacao.com,0,0,1,0,0,0,100,47.86.12.142,,seed_mo,2026-05-08,0,MO,1,0,0,0,0,0,Alibaba Cloud,0
yp.mo,0,0,1,0,0,0,100,47.243.38.39,,seed_mo,2026-05-08,0,MO,1,0,0,0,0,0,Alibaba Cloud,0
104.com.tw,0,0,1,0,0,0,100,104.18.9.226,,seed_tw,2026-05-08,0,TW,0,0,0,0,0,0,,0
