domain,dns_cn,dns_cn_count,dns_total,registrar_cn,registrant_cn,cn_tld,score,resolved_ips,matched_cidr,source,updated,sticky,bucket,dns_hk,dns_mo,dns_tw,dns_jp,dns_kr,dns_sg,provider,cdn_masked
tech1024.com,1,1,1,0,0,0,60,121.40.174.10,121.40.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
techbrood.com,1,1,1,0,0,0,60,211.149.252.3,211.144.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
technews.tw,1,1,1,0,0,0,60,119.29.189.157,119.28.0.0/15,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
techwin.com,1,1,1,0,0,0,60,124.71.56.124,124.68.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
telnet404.com,1,2,2,0,0,0,60,124.238.251.183|59.63.226.17,124.224.0.0/12|59.32.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
tencentcs.com,1,2,2,0,0,0,60,101.89.41.214|101.89.47.36,101.80.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
tengen.com,1,1,1,0,0,0,60,203.107.45.167,203.107.0.0/17,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
tengmoney.com,1,1,1,0,0,0,60,175.24.253.55,175.24.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
tengshiauto.com,1,2,2,0,0,0,60,47.106.90.124|47.107.51.11,47.96.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
tengwen.com,1,1,1,0,0,0,60,120.79.17.113,120.76.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
terapines.com,1,1,1,0,0,0,60,119.96.73.190,119.96.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
terminus.io,1,2,2,0,0,0,60,118.196.14.34|118.196.15.232,118.196.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
texpro-group.com,1,1,1,0,0,0,60,47.98.43.164,47.96.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
tgbus.com,1,3,3,0,0,0,60,1.71.14.58|103.254.191.156|43.243.235.24,1.68.0.0/14|103.254.188.0/22|43.243.232.0/22,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
thclouds.com,1,2,2,0,0,0,60,58.216.6.12|61.170.88.228,58.192.0.0/11|61.128.0.0/10,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
theme-intl.cdn.zhuti.xiaomi.com,1,2,2,0,0,0,60,113.96.136.166|113.96.136.167,113.64.0.0/10,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
thenewslens.com,0,0,1,0,0,0,0,34.54.142.250,,extended,2026-05-08,0,,0,0,0,0,0,0,,0
three-squirrels.com,1,1,1,0,0,0,60,110.173.196.1,110.173.192.0/19,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
thufeng.net,1,1,1,0,0,0,60,123.56.68.240,123.56.0.0/15,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
thunderflash.net,1,1,1,0,0,0,60,134.175.49.130,134.175.0.0/16,extended,2026-05-08,0,CN,0,0,0,0,0,0,Tencent,0
tianjinzhongxin.com,0,0,2,0,0,0,0,104.21.59.171|172.67.181.93,,extended,2026-05-08,0,,0,0,0,0,0,0,,0
tianmaying.com,1,1,1,0,0,0,60,123.57.251.63,123.56.0.0/15,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
tianya.cn,0,0,0,0,0,1,60,,,extended,2026-04-10,1,CN,0,0,0,0,0,0,,0
tianzhuobj.com,1,1,1,0,0,0,60,39.97.2.10,39.96.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
tibettravel.org,0,0,3,0,0,0,0,104.26.8.66|104.26.9.66|172.67.69.81,,extended,2026-05-08,0,,0,0,0,0,0,0,,0
tieba.com,1,6,6,0,0,0,60,111.206.209.45|111.45.3.159|112.34.113.222|124.237.176.189|180.101.49.188|182.61.240.54,111.192.0.0/12|111.0.0.0/10|112.0.0.0/10|124.224.0.0/12|180.96.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
tieyou.com,0,0,2,0,0,0,60,8.153.170.107|8.153.91.124,,extended,2026-05-08,0,SG,0,0,0,0,0,1,,0
timewelder.com,1,1,1,0,0,0,60,101.201.109.187,101.200.0.0/15,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
tineco.com,1,1,1,0,0,0,60,153.37.220.167,153.36.0.0/15,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
tinfinite.com,1,1,1,0,0,0,60,39.108.72.103,39.108.0.0/16,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
tingshuowan.com,1,1,1,0,0,0,60,123.57.2.66,123.56.0.0/15,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
tip.tsingtao.com.cn,1,2,2,0,0,1,70,124.238.251.150|27.155.113.149,124.224.0.0/12|27.152.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
tipo.gov.tw,0,0,0,0,0,0,0,,,extended,2026-05-08,0,TW,0,0,0,0,0,0,,0
tisgame.com,1,1,1,0,0,0,60,106.75.190.24,106.74.0.0/15,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
tixcraft.com,0,0,4,0,0,0,0,151.101.1.237|151.101.129.237|151.101.193.237|151.101.65.237,,extended,2026-05-08,0,,0,0,0,0,0,0,,0
tj9.co,1,1,1,0,0,0,60,120.79.18.7,120.76.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
tjcondom.com,1,1,1,0,0,0,60,211.149.187.197,211.144.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
tjdyf.com,1,1,1,0,0,0,60,171.223.214.152,171.208.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
tjxdzhonda.com,1,1,1,0,0,0,60,101.43.103.232,101.40.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
tlbyx.com,1,1,1,0,0,0,60,193.112.109.171,193.112.0.0/16,extended,2026-05-08,0,CN,0,0,0,0,0,0,Tencent,0
tlzyxy.com,1,1,1,0,0,0,60,222.74.239.72,222.64.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
tmc.ly.com,1,1,1,0,0,0,60,101.42.128.27,101.40.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
tmtpost.com,1,1,1,0,0,0,60,115.28.112.101,115.28.0.0/15,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
tmxxw.com,1,1,1,0,0,0,60,47.113.121.250,47.96.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
tnn.cn,0,0,1,0,0,1,60,47.76.62.167,,extended,2026-05-08,0,CN,1,0,0,0,0,0,Alibaba Cloud,0
tocreating.com,1,1,1,0,0,0,60,121.196.182.140,121.192.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
togogo.net,1,1,1,0,0,0,60,114.55.177.230,114.54.0.0/15,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
tom.com,0,0,1,0,0,0,60,118.103.150.77,,extended,2026-05-08,0,HK,1,0,0,0,0,0,,0
tomdiy.com,1,1,1,0,0,0,60,120.79.66.10,120.76.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
tommsoft.com,1,1,1,0,0,0,60,47.104.225.18,47.96.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
tongchengbx.com,1,1,1,0,0,0,60,101.42.128.27,101.40.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
tongfei.tech,1,1,1,0,0,0,60,203.195.135.117,203.195.128.0/17,extended,2026-05-08,0,CN,0,0,0,0,0,0,Tencent,0
tongji-hospital.com,0,0,1,0,0,0,0,140.188.177.18,,extended,2026-05-08,0,,0,0,0,0,0,0,,0
tongniguoji.com,1,1,1,0,0,0,60,47.94.227.123,47.92.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
tongxin.034000.gov.cn,1,1,1,0,0,1,70,39.97.99.172,39.96.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
toodudu.com,1,1,1,0,0,0,60,60.205.2.223,60.200.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
topauth.taobao.com,1,1,1,0,0,0,60,59.82.122.130,59.80.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
topcdb.com,1,1,1,0,0,0,60,203.107.45.167,203.107.0.0/17,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
topcj.com,1,2,2,0,0,0,60,114.55.85.90|121.199.66.31,114.54.0.0/15|121.192.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
topsec.com.cn,0,0,0,0,0,1,60,,,extended,2026-04-10,1,CN,0,0,0,0,0,0,,0
topway.org,1,1,1,0,0,0,60,39.106.160.54,39.104.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
toshiba.com.cn,1,1,1,0,0,1,70,39.96.252.51,39.96.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
tourismchina.org,0,0,1,0,0,0,0,216.185.130.90,,extended,2026-05-08,0,,0,0,0,0,0,0,,0
toutiaocdn.com,0,0,0,0,0,0,0,,,extended,2026-05-08,0,,0,0,0,0,0,0,,0
tp-link.com.cn,1,1,1,0,0,1,70,120.79.37.191,120.76.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
tp.taobao.com,1,1,1,0,0,0,60,59.82.122.140,59.80.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
trade.1234567.com.cn,1,1,1,0,0,1,70,118.126.43.77,118.126.0.0/16,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
trip.shengjingbank.com.cn,1,2,2,0,0,1,70,119.147.118.73|14.116.182.167,119.144.0.0/14|14.112.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
truliva.com.cn,1,1,1,0,0,1,70,103.113.95.104,103.113.92.0/22,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
try.taobao.com,1,1,1,0,0,0,60,59.82.122.172,59.80.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
tshmkj.com,1,1,1,0,0,0,60,101.200.200.203,101.200.0.0/15,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
tsk-fixture.com,1,1,1,0,0,0,60,211.149.241.156,211.144.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
tssyedu.com,1,1,1,0,0,0,60,118.190.91.79,118.190.0.0/15,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
ttlock.com,1,1,1,0,0,0,60,121.40.73.8,121.40.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
ttppoo.com,1,1,1,0,0,0,60,47.107.64.52,47.96.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
tttarot.com,1,1,1,0,0,0,60,106.75.7.8,106.74.0.0/15,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
ttv.com.tw,0,0,4,0,0,0,80,124.219.78.5|124.9.2.113|59.120.159.53|61.222.5.197,,extended,2026-05-08,0,TW,0,0,1,0,0,0,,0
tudou.com,1,1,1,0,0,0,60,106.11.43.107,106.11.0.0/16,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
tui.taobao.com,1,1,1,0,0,0,60,59.82.121.73,59.80.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
tuoren.com,1,1,1,0,0,0,60,180.97.168.68,180.96.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
tupian114.com,1,1,1,0,0,0,60,118.178.34.106,118.178.0.0/16,extended,2026-04-21,1,CN,0,0,0,0,0,0,,0
tupu360.com,1,1,1,0,0,0,60,211.154.164.182,211.144.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
tushifu.com,1,1,1,0,0,0,60,120.92.90.130,120.92.0.0/16,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
tuyoumi.com,1,1,1,0,0,0,60,119.23.216.130,119.20.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
tuzi123.com,1,1,1,0,0,0,60,47.98.143.128,47.96.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
tv.surgerycast.com,1,2,2,0,0,0,60,14.116.174.67|14.29.51.120,14.112.0.0/12|14.16.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
twzilla.com,1,3,3,0,0,0,60,113.44.134.204|113.44.149.49|49.4.91.26,113.44.0.0/14|49.4.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
tzjz123.com,1,1,1,0,0,0,60,47.111.100.235,47.96.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
tztrq.com,1,1,1,0,0,0,60,116.115.69.9,116.112.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
u8.cn,0,0,1,0,0,1,60,170.33.12.185,,extended,2026-05-08,0,CN,0,0,0,0,0,1,,0
ubt.tripcdn.com,1,1,1,0,0,0,60,114.80.56.122,114.80.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
uc.cn,1,1,1,0,0,1,70,219.133.46.154,219.128.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
uchis.com,1,1,1,0,0,0,60,61.147.98.222,61.128.0.0/10,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
ufood.com.hk,0,0,4,0,0,0,0,18.67.51.124|18.67.51.2|18.67.51.39|18.67.51.46,,extended,2026-05-08,0,HK,0,0,0,0,0,0,,0
ug.link,1,1,1,0,0,0,60,39.108.128.47,39.108.0.0/16,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
uhouzz.com,0,0,1,0,0,0,60,8.140.22.24,,extended,2026-05-08,0,SG,0,0,0,0,0,1,,0
uicom.net,1,1,1,0,0,0,60,106.75.35.201,106.74.0.0/15,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
uipaas-assets.com,1,8,8,0,0,0,60,220.181.164.118|220.181.164.119|220.181.164.120|220.181.164.121|220.181.164.122|220.181.164.123|220.181.164.124|220.181.164.125,220.160.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
ulife.com,0,0,1,0,0,0,60,8.140.22.24,,extended,2026-05-08,0,SG,0,0,0,0,0,1,,0
umva-china.com,1,1,1,0,0,0,60,47.98.235.238,47.96.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
uni-president.com.cn,0,0,2,0,0,1,60,23.224.74.77|59.188.218.123,,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
uniqlo.com.tw,0,0,0,0,0,0,0,,,extended,2026-05-08,0,TW,0,0,0,0,0,0,,0
unishy.com,1,1,1,0,0,0,60,203.107.45.167,203.107.0.0/17,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
urbanchina.org,1,1,1,0,0,0,60,115.238.101.5,115.224.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
uril6.com,1,1,1,0,0,0,60,1.13.12.96,1.12.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,Tencent,0
urumqi-air.com,1,1,1,0,0,0,60,1.202.236.163,1.202.0.0/15,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
uschinagreenfund.com,1,1,1,0,0,0,60,203.107.45.167,203.107.0.0/17,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
usmile.com,1,1,1,0,0,0,60,119.23.80.8,119.20.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
utour.com,1,1,1,0,0,0,60,106.54.212.242,106.52.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
uutils.com,1,1,1,0,0,0,60,112.74.115.25,112.74.0.0/15,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
uxin.com,1,1,1,0,0,0,60,60.205.191.167,60.200.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
uyanke.com,1,1,1,0,0,0,60,42.51.38.8,42.48.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
uyouqu.com,1,1,1,0,0,0,60,121.40.156.179,121.40.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
uzhika.com,1,1,1,0,0,0,60,103.88.35.243,103.88.32.0/21,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
v007.net,1,1,1,0,0,0,60,183.36.126.97,183.0.0.0/10,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
vanchiptech.com,1,1,1,0,0,0,60,211.144.193.42,211.144.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
vancl.com,1,1,1,0,0,0,60,120.92.15.105,120.92.0.0/16,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
vcom.cn,0,0,0,0,0,1,60,,,extended,2026-04-10,1,CN,0,0,0,0,0,0,,0
vcomic.com,1,1,1,0,0,0,60,117.107.159.169,117.106.0.0/15,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
vcomputes.com,1,1,1,0,0,0,60,60.205.33.3,60.200.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
vdndc.com,1,1,1,0,0,0,60,124.71.148.47,124.68.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
vdson888.com,1,1,1,0,0,0,60,211.149.239.140,211.144.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
vgctradeunion.com,1,1,1,0,0,0,60,120.46.162.41,120.32.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
vgoyun.com,1,1,1,0,0,0,60,120.27.141.41,120.24.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
video.cloud.huawei.com,1,2,2,0,0,0,60,121.36.119.100|49.4.37.219,121.32.0.0/13|49.4.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
vipkaoyan.net,1,1,1,0,0,0,60,203.107.63.23,203.107.0.0/17,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
vipshop.com,1,3,3,0,0,0,60,14.119.64.131|14.119.64.132|14.215.62.21,14.112.0.0/12|14.208.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
virtaicloud.com,1,1,1,0,0,0,60,106.13.49.206,106.12.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
visaforkorea-gz.com,1,1,1,0,0,0,60,103.235.231.122,103.235.224.0/19,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
visitbeijing.com.cn,1,1,1,0,0,1,70,47.92.220.59,47.92.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
vksir.zone,1,1,1,0,0,0,60,116.62.123.138,116.60.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
vnet.cn,0,0,0,0,0,1,60,,,extended,2026-04-10,1,CN,0,0,0,0,0,0,,0
voolga.net,1,1,1,0,0,0,60,113.113.100.42,113.64.0.0/10,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
vqjuice.com,1,1,1,0,0,0,60,203.107.45.167,203.107.0.0/17,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
vsaol.com,1,1,1,0,0,0,60,103.36.167.130,103.36.160.0/19,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
vteamgroup.com,1,1,1,0,0,0,60,116.211.110.35,116.208.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
vxsnk.com,1,8,8,0,0,0,60,220.181.171.124|220.181.171.125|220.181.171.126|220.181.171.127|220.181.171.128|220.181.171.129|220.181.171.130|220.181.171.131,220.160.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
w3a19n.cn.720yun.com,1,2,2,0,0,0,60,61.170.66.121|61.170.82.99,61.128.0.0/10,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
wallstreetcn.com,1,1,1,0,0,0,60,175.24.250.19,175.24.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
waltzsy.com,1,1,1,0,0,0,60,47.100.211.250,47.96.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
wan.taobao.com,1,1,1,0,0,0,60,59.82.122.130,59.80.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
wan73.com,1,2,2,0,0,0,60,139.199.16.210|39.97.251.209,139.196.0.0/14|39.96.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
wancaomei.com,1,1,1,0,0,0,60,47.114.217.244,47.96.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
wanda.com,0,0,0,0,0,0,0,,,extended,2026-05-08,0,,0,0,0,0,0,0,,0
wandafilm.com,1,1,1,0,0,0,60,60.10.8.180,60.0.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
wandoujia.com,1,1,1,0,0,0,60,47.107.121.88,47.96.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
wanganke.com,1,1,1,0,0,0,60,39.100.141.180,39.96.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
wangdianbanlu.bbs.taobao.com,1,1,1,0,0,0,60,59.82.121.179,59.80.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
wangjing.com.cn,1,1,1,0,0,1,70,211.100.61.67,211.96.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
wangwang.com.cn,0,0,1,0,0,1,60,47.254.33.193,,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
wangwo.net,1,1,1,0,0,0,60,122.114.62.216,122.112.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
wangxiaobao.com,1,1,1,0,0,0,60,49.233.247.245,49.232.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,Tencent,0
wanwu.com,1,1,1,0,0,0,60,47.93.190.236,47.92.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
wap.taikang.com,1,1,1,0,0,0,60,119.253.80.52,119.253.0.0/16,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
wapa.art,1,1,1,0,0,0,60,203.107.45.167,203.107.0.0/17,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
waterclean.cn,1,1,1,0,0,1,70,211.100.61.67,211.96.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
watsons.com.cn,1,1,1,0,0,1,70,120.133.11.179,120.128.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
wbimg.com,1,1,1,0,0,0,60,106.63.15.41,106.56.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
wbpic.ws.netease.com,1,1,1,0,0,0,60,115.236.118.54,115.224.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
wc44.com,1,1,1,0,0,0,60,122.115.61.29,122.112.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
wcp.taobao.com,1,1,1,0,0,0,60,59.82.122.130,59.80.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
weather.intl.cdn.xiaomi.com,1,1,1,0,0,0,60,124.238.121.232,124.224.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
weatherol.com,1,1,1,0,0,0,60,123.249.115.92,123.249.0.0/16,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
webankwld.com,1,2,2,0,0,0,60,109.244.64.109|109.244.71.134,109.244.0.0/16,extended,2026-05-08,0,CN,0,0,0,0,0,0,Tencent,0
website.minierp.net.cn,1,2,2,0,0,1,70,14.116.174.67|14.29.51.120,14.112.0.0/12|14.16.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
webvpn.sina.com.cn,1,1,1,0,0,1,70,219.142.118.244,219.128.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
wedev.cool,1,4,4,0,0,0,60,121.12.174.65|14.29.51.220|183.61.248.137|59.42.242.217,121.8.0.0/13|14.16.0.0/12|183.0.0.0/10|59.32.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
wegame.com.cn,1,1,1,0,0,1,70,61.151.234.152,61.128.0.0/10,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
weibangong.com,1,1,1,0,0,0,60,81.70.125.58,81.68.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,Tencent,0
weibo.art,1,1,1,0,0,0,60,203.107.45.167,203.107.0.0/17,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
weibomingzi.com,1,1,1,0,0,0,60,60.174.233.50,60.160.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
weichuan.com,0,0,3,0,0,0,0,192.155.84.236|23.239.4.93|74.207.241.245,,extended,2026-05-08,0,,0,0,0,0,0,0,,0
weidian.com,1,2,2,0,0,0,60,82.157.151.220|82.157.159.39,82.156.0.0/15,extended,2026-05-08,0,CN,0,0,0,0,0,0,Tencent,0
weihaibao.taobao.com,1,1,1,0,0,0,60,59.82.120.12,59.80.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
weihua2.com,1,1,1,0,0,0,60,203.107.45.167,203.107.0.0/17,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
weixinyunduan.com,0,0,1,0,0,0,60,8.155.25.56,,extended,2026-05-08,0,SG,0,0,0,0,0,1,,0
weiyun.com,1,1,1,0,0,0,60,59.36.121.241,59.32.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
welink.huaweicloud.com,1,1,1,0,0,0,60,103.143.19.130,103.143.16.0/22,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
wellcee.com,0,1,4,0,0,0,60,59.110.92.187|8.141.18.232|8.147.110.191|8.152.206.30,59.108.0.0/14,extended,2026-05-08,0,SG,0,0,0,0,0,1,,0
wenming.034000.gov.cn,1,1,1,0,0,1,70,39.97.107.5,39.96.0.0/13,extended,2026-05-08,0,CN,0,0,0,0,0,0,Alibaba Cloud,0
wentiquan.net,1,1,1,0,0,0,60,203.107.45.167,203.107.0.0/17,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
wenxue100.com,1,1,1,0,0,0,60,211.149.229.35,211.144.0.0/12,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
westlakeomics.com,1,1,1,0,0,0,60,114.55.143.59,114.54.0.0/15,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
wexcdn.com,1,2,2,0,0,0,60,222.218.85.98|42.202.165.132,222.192.0.0/11|42.202.0.0/15,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
wey.com.cn,0,0,1,0,0,1,60,208.98.43.72,,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
wh-baidu.com,1,1,1,0,0,0,60,106.15.38.240,106.12.0.0/14,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
wh26espk78.720yun.com,1,2,2,0,0,0,60,144.7.103.140|220.181.181.58,144.7.0.0/16|220.160.0.0/11,extended,2026-05-08,0,CN,0,0,0,0,0,0,,0
